car id,timestamp,local x,local y,global x,global y,speed,classes
10953,4.14E+12,67,44,5,4,underLimit,Eng.
10954,4.14E+12,47,86,1,9,normal,Unknown
10955,4.15E+12,39,87,4,9,normal,Unknown
10956,4.15E+12,9,43,8,1,normal,Unknown
10957,4.15E+12,5,56,4,10,normal,Unknown
10958,4.16E+12,0,56,3,1,normal,Unknown
10959,4.16E+12,83,51,2,2,normal,Unknown
10960,4.17E+12,8,95,6,10,normal,Unknown
10961,4.17E+12,40,65,4,6,normal,Unknown
10962,4.17E+12,7,97,8,8,normal,Unknown
10963,4.18E+12,65,54,1,10,normal,Unknown
10964,4.18E+12,56,34,8,10,normal,Unknown
10965,4.18E+12,15,99,4,4,normal,Unknown
10966,4.19E+12,29,19,4,10,underLimit,Teacher
10967,4.19E+12,39,48,2,10,OverLimit,Student
10968,4.20E+12,77,11,2,10,normal,Unknown
10969,4.20E+12,61,29,1,9,underLimit,Teacher
10970,4.20E+12,74,-2,2,10,underLimit,Doctor
10971,4.21E+12,65,79,10,1,underLimit,Doctor
10972,4.21E+12,27,10,2,8,normal,Unknown
10973,4.22E+12,18,38,2,3,normal,Unknown
10974,4.22E+12,42,66,0,9,normal,Unknown
10975,4.22E+12,1,21,0,0,normal,Unknown
10976,4.23E+12,87,85,6,2,underLimit,Student
10977,4.23E+12,77,76,3,6,normal,Unknown
10978,4.24E+12,51,17,2,7,normal,Unknown
10979,4.24E+12,89,39,4,10,normal,Unknown
10980,4.24E+12,82,67,6,3,normal,Unknown
10981,4.25E+12,76,26,3,5,normal,Unknown
10982,4.25E+12,71,4,8,0,normal,Unknown
10983,4.26E+12,35,50,7,4,OverLimit,Student
10984,4.26E+12,81,59,9,9,OverLimit,Student
10985,4.26E+12,27,83,2,2,normal,Unknown
10986,4.27E+12,68,78,4,0,underLimit,Doctor
10987,4.27E+12,13,52,10,8,normal,Unknown
10988,4.28E+12,10,8,7,10,normal,Unknown
10989,4.28E+12,9,44,0,1,normal,Unknown
10990,4.28E+12,19,9,2,7,normal,Unknown
10991,4.29E+12,47,17,5,6,underLimit,Teacher
10992,4.29E+12,12,60,10,10,OverLimit,Student
10993,4.30E+12,33,37,6,5,normal,Unknown
10994,4.30E+12,63,27,4,9,OverLimit,Doctor
10995,4.30E+12,7,92,6,10,normal,Unknown
10996,4.31E+12,23,72,2,7,OverLimit,Student
10997,4.31E+12,12,50,7,3,OverLimit,Eng.
10998,4.32E+12,59,18,8,8,normal,Unknown
10999,4.32E+12,98,19,1,3,normal,Unknown
11000,4.32E+12,67,47,5,2,normal,Unknown
11001,4.33E+12,46,23,4,10,underLimit,Doctor
11002,4.33E+12,39,20,5,4,normal,Unknown
11003,4.34E+12,7,65,4,10,normal,Unknown
11004,4.34E+12,73,44,4,9,normal,Unknown
11005,4.34E+12,26,45,4,5,underLimit,Teacher
11006,4.35E+12,98,79,1,9,underLimit,Doctor
11007,4.35E+12,13,89,5,6,underLimit,Eng.
11008,4.36E+12,71,1,8,6,underLimit,Student
11009,4.36E+12,22,36,6,6,normal,Unknown
11010,4.36E+12,54,57,5,8,underLimit,Teacher
11011,4.37E+12,1,86,4,3,normal,Unknown
11012,4.37E+12,80,22,3,3,normal,Unknown
11013,4.38E+12,89,92,1,0,normal,Unknown
11014,4.38E+12,7,87,4,5,normal,Unknown
11015,4.38E+12,72,86,3,8,OverLimit,Student
11016,4.39E+12,21,34,0,2,underLimit,Teacher
11017,4.39E+12,42,69,0,4,normal,Unknown
11018,4.40E+12,93,52,1,1,normal,Unknown
11019,4.40E+12,28,74,2,9,OverLimit,Student
11020,4.40E+12,7,29,7,9,underLimit,Student
11021,4.41E+12,12,4,2,1,normal,Unknown
11022,4.41E+12,7,15,7,9,normal,Unknown
11023,4.42E+12,8,50,4,3,underLimit,Teacher
11024,4.42E+12,27,31,6,2,underLimit,Doctor
11025,4.42E+12,65,64,2,8,normal,Unknown
11026,4.43E+12,52,69,3,8,normal,Unknown
11027,4.43E+12,29,53,8,9,normal,Unknown
11028,4.44E+12,15,79,10,10,underLimit,Teacher
11029,4.44E+12,44,74,6,6,normal,Unknown
11030,4.44E+12,42,87,5,8,normal,Unknown
11031,4.45E+12,14,7,5,5,normal,Unknown
11032,4.45E+12,6,49,1,4,normal,Unknown
11033,4.45E+12,30,17,2,3,OverLimit,Eng.
11034,4.46E+12,0,45,10,6,normal,Unknown
11035,4.46E+12,65,48,1,9,OverLimit,Eng.
11036,4.47E+12,68,48,5,8,underLimit,Doctor
11037,4.47E+12,56,54,10,5,OverLimit,Teacher
11038,4.47E+12,42,54,8,8,normal,Unknown
11039,4.48E+12,0,96,6,3,underLimit,Teacher
11040,4.48E+12,87,69,5,7,normal,Unknown
11041,4.49E+12,64,17,4,1,underLimit,Teacher
11042,4.49E+12,60,74,4,4,normal,Unknown
11043,4.49E+12,72,71,2,5,normal,Unknown
11044,4.50E+12,69,3,9,3,normal,Unknown
11045,4.50E+12,74,59,6,6,OverLimit,Eng.
11046,4.51E+12,78,72,2,1,underLimit,Teacher
11047,4.51E+12,97,59,0,10,underLimit,Student
11048,4.51E+12,38,66,6,1,underLimit,Teacher
11049,4.52E+12,40,63,6,8,normal,Unknown
11050,4.52E+12,61,56,5,6,underLimit,Student
11051,4.53E+12,55,70,3,4,normal,Unknown
11052,4.53E+12,80,15,8,10,normal,Unknown
11053,4.53E+12,34,55,2,8,underLimit,Doctor
11054,4.54E+12,82,62,6,5,normal,Unknown
11055,4.54E+12,21,59,0,2,underLimit,Student
11056,4.55E+12,94,24,6,0,underLimit,Student
11057,4.55E+12,72,83,10,3,normal,Unknown
11058,4.55E+12,33,22,2,8,OverLimit,Student
11059,4.56E+12,3,6,2,3,OverLimit,Student
11060,4.56E+12,9,73,0,4,normal,Unknown
11061,4.57E+12,91,56,6,4,normal,Unknown
11062,4.57E+12,33,24,5,1,normal,Unknown
11063,4.57E+12,70,14,2,3,underLimit,Student
11064,4.58E+12,39,88,1,8,OverLimit,Teacher
11065,4.58E+12,72,79,0,7,normal,Unknown
11066,4.59E+12,95,95,4,0,normal,Unknown
11067,4.59E+12,53,26,3,5,underLimit,Eng.
11068,4.59E+12,68,76,2,10,normal,Unknown
11069,4.60E+12,2,25,3,3,normal,Unknown
11070,4.60E+12,67,47,9,8,normal,Unknown
11071,4.61E+12,60,8,5,8,normal,Unknown
11072,4.61E+12,100,74,1,10,underLimit,Student
11073,4.61E+12,40,99,0,0,normal,Unknown
11074,4.62E+12,7,67,9,9,normal,Unknown
11075,4.62E+12,41,6,9,0,normal,Unknown
11076,4.63E+12,90,1,6,1,OverLimit,Student
11077,4.63E+12,80,65,6,1,normal,Unknown
11078,4.63E+12,7,92,1,6,normal,Unknown
11079,4.64E+12,6,6,4,1,normal,Unknown
11080,4.64E+12,40,18,2,8,underLimit,Student
11081,4.65E+12,49,68,6,5,normal,Unknown
11082,4.65E+12,62,93,0,5,normal,Unknown
11083,4.65E+12,91,25,7,1,OverLimit,Teacher
11084,4.66E+12,21,93,5,8,OverLimit,Student
11085,4.66E+12,62,96,3,2,normal,Unknown
11086,4.67E+12,39,1,10,8,normal,Unknown
11087,4.67E+12,71,65,9,3,normal,Unknown
11088,4.67E+12,80,77,9,2,normal,Unknown
11089,4.68E+12,10,2,9,0,normal,Unknown
11090,4.68E+12,95,71,0,6,OverLimit,Teacher
11091,4.69E+12,15,16,1,8,underLimit,Eng.
11092,4.69E+12,81,11,7,5,underLimit,Eng.
11093,4.69E+12,56,26,1,3,normal,Unknown
11094,4.70E+12,76,73,4,7,underLimit,Student
11095,4.70E+12,67,84,8,8,underLimit,Student
11096,4.71E+12,29,93,1,7,normal,Unknown
11097,4.71E+12,94,26,6,6,underLimit,Doctor
11098,4.71E+12,88,37,7,10,underLimit,Eng.
11099,4.72E+12,27,12,2,4,normal,Unknown
11100,4.72E+12,89,17,4,2,normal,Unknown
11101,4.72E+12,53,8,7,6,OverLimit,Eng.
11102,4.73E+12,68,42,10,2,OverLimit,Student
11103,4.73E+12,100,1,2,4,normal,Unknown
11104,4.74E+12,49,40,5,1,normal,Unknown
11105,4.74E+12,92,36,2,10,normal,Unknown
11106,4.74E+12,50,14,1,2,normal,Unknown
11107,4.75E+12,66,39,3,2,normal,Unknown
11108,4.75E+12,96,30,8,5,normal,Unknown
11109,4.76E+12,55,100,0,5,underLimit,Student
11110,4.76E+12,38,23,5,9,normal,Unknown
11111,4.76E+12,38,37,8,0,normal,Unknown
11112,4.77E+12,47,70,1,5,normal,Unknown
11113,4.77E+12,45,71,2,5,underLimit,Teacher
11114,4.78E+12,53,68,1,6,normal,Unknown
11115,4.78E+12,10,93,7,6,normal,Unknown
11116,4.78E+12,85,45,1,7,OverLimit,Student
11117,4.79E+12,83,44,0,8,underLimit,Student
11118,4.79E+12,91,75,1,2,normal,Unknown
11119,4.80E+12,96,12,3,7,underLimit,Doctor
11120,4.80E+12,5,47,10,1,normal,Unknown
11121,4.80E+12,92,54,8,1,underLimit,Student
11122,4.81E+12,35,86,5,0,normal,Unknown
11123,4.81E+12,94,21,3,8,normal,Unknown
11124,4.82E+12,65,99,5,10,normal,Unknown
11125,4.82E+12,68,87,8,1,normal,Unknown
11126,4.82E+12,28,64,10,7,underLimit,Teacher
11127,4.83E+12,98,94,6,5,normal,Unknown
11128,4.83E+12,15,81,3,8,OverLimit,Eng.
11129,4.84E+12,60,56,0,7,underLimit,Eng.
11130,4.84E+12,66,72,4,2,normal,Unknown
11131,4.84E+12,72,15,1,9,underLimit,Doctor
11132,4.85E+12,60,76,5,10,normal,Unknown
11133,4.85E+12,6,86,1,10,normal,Unknown
11134,4.86E+12,37,54,0,2,underLimit,Doctor
11135,4.86E+12,96,4,3,9,OverLimit,Doctor
11136,4.86E+12,99,71,7,6,normal,Unknown
11137,4.87E+12,95,77,6,3,normal,Unknown
11138,4.87E+12,51,74,9,6,underLimit,Doctor
11139,4.88E+12,70,19,3,6,normal,Unknown
11140,4.88E+12,79,32,3,10,OverLimit,Doctor
11141,4.88E+12,75,62,8,2,OverLimit,Eng.
11142,4.89E+12,77,89,5,0,normal,Unknown
11143,4.89E+12,9,76,7,4,normal,Unknown
11144,4.90E+12,5,82,7,9,normal,Unknown
11145,4.90E+12,42,14,2,3,normal,Unknown
11146,4.90E+12,11,8,4,3,normal,Unknown
11147,4.91E+12,12,97,10,1,underLimit,Doctor
11148,4.91E+12,75,39,2,2,normal,Unknown
11149,4.92E+12,22,0,9,9,OverLimit,Eng.
11150,4.92E+12,72,39,10,8,underLimit,Teacher
11151,4.92E+12,62,64,10,8,normal,Unknown
11152,4.93E+12,21,2,4,2,normal,Unknown
11153,4.93E+12,100,97,0,2,normal,Unknown
11154,4.94E+12,96,57,2,0,normal,Unknown
11155,4.94E+12,59,49,5,2,normal,Unknown
11156,4.94E+12,69,55,0,2,OverLimit,Eng.
11157,4.95E+12,71,56,1,6,normal,Unknown
11158,4.95E+12,94,94,4,4,underLimit,Student
11159,4.96E+12,24,35,2,5,normal,Unknown
11160,4.96E+12,14,35,7,10,normal,Unknown
11161,4.96E+12,85,1,10,6,normal,Unknown
11162,4.97E+12,29,6,1,0,normal,Unknown
11163,4.97E+12,32,14,3,5,normal,Unknown
11164,4.98E+12,54,13,8,7,underLimit,Student
11165,4.98E+12,81,86,0,5,normal,Unknown
11166,4.98E+12,74,53,4,5,normal,Unknown
11167,4.99E+12,47,88,5,4,normal,Unknown
11168,4.99E+12,72,32,1,4,normal,Unknown
11169,5.00E+12,85,84,9,1,underLimit,Student
11170,5.00E+12,33,46,2,0,normal,Unknown
11171,5.00E+12,77,53,3,8,normal,Unknown
11172,5.01E+12,62,84,4,3,normal,Unknown
11173,5.01E+12,29,44,6,3,normal,Unknown
11174,5.01E+12,46,87,10,2,normal,Unknown
11175,5.02E+12,54,65,8,2,OverLimit,Eng.
11176,5.02E+12,43,99,1,10,normal,Unknown
11177,5.03E+12,7,7,8,5,normal,Unknown
11178,5.03E+12,63,83,0,10,normal,Unknown
11179,5.03E+12,91,16,4,3,underLimit,Doctor
11180,5.04E+12,94,94,2,1,OverLimit,Eng.
11181,5.04E+12,38,61,4,3,normal,Unknown
11182,5.05E+12,57,1,7,9,normal,Unknown
11183,5.05E+12,26,34,6,5,underLimit,Doctor
11184,5.05E+12,11,37,7,3,normal,Unknown
11185,5.06E+12,71,36,6,9,normal,Unknown
11186,5.06E+12,70,29,6,0,OverLimit,Doctor
11187,5.07E+12,55,82,8,6,normal,Unknown
11188,5.07E+12,15,27,7,0,underLimit,Eng.
11189,5.07E+12,36,10,2,6,normal,Unknown
11190,5.08E+12,46,86,4,9,underLimit,Doctor
11191,5.08E+12,0,66,7,9,normal,Unknown
11192,5.09E+12,69,38,3,1,normal,Unknown
11193,5.09E+12,67,59,10,8,OverLimit,Doctor
11194,5.09E+12,77,13,7,4,normal,Unknown
11195,5.10E+12,34,54,1,5,normal,Unknown
11196,5.10E+12,88,25,6,2,underLimit,Teacher
11197,5.11E+12,47,28,10,7,normal,Unknown
11198,5.11E+12,44,78,8,9,normal,Unknown
11199,5.11E+12,85,26,9,0,normal,Unknown
11200,5.12E+12,37,31,1,10,normal,Unknown
11201,5.12E+12,21,44,1,7,normal,Unknown
11202,5.13E+12,94,47,4,5,OverLimit,Eng.
11203,5.13E+12,35,67,2,4,normal,Unknown
11204,5.13E+12,86,88,4,2,OverLimit,Doctor
11205,5.14E+12,50,35,9,3,normal,Unknown
11206,5.14E+12,5,99,1,9,normal,Unknown
11207,5.15E+12,45,86,4,7,normal,Unknown
11208,5.15E+12,5,10,6,4,normal,Unknown
11209,5.15E+12,93,61,10,5,normal,Unknown
11210,5.16E+12,21,27,4,1,normal,Unknown
11211,5.16E+12,4,28,7,7,normal,Unknown
11212,5.17E+12,86,28,2,4,normal,Unknown
11213,5.17E+12,62,10,7,8,underLimit,Student
11214,5.17E+12,25,23,10,5,normal,Unknown
11215,5.18E+12,75,29,1,6,normal,Unknown
11216,5.18E+12,42,70,7,2,underLimit,Student
11217,5.19E+12,81,15,5,10,OverLimit,Student
11218,5.19E+12,23,40,5,5,OverLimit,Teacher
11219,5.19E+12,17,28,8,9,OverLimit,Student
11220,5.20E+12,57,34,10,8,OverLimit,Student
11221,5.20E+12,8,7,9,5,normal,Unknown
11222,5.21E+12,66,37,8,4,underLimit,Student
11223,5.21E+12,48,1,3,2,normal,Unknown
11224,5.21E+12,57,31,7,3,normal,Unknown
11225,5.22E+12,91,67,9,9,normal,Unknown
11226,5.22E+12,35,35,10,7,underLimit,Teacher
11227,5.23E+12,58,62,9,10,normal,Unknown
11228,5.23E+12,24,69,2,0,normal,Unknown
11229,5.23E+12,6,16,0,0,normal,Unknown
11230,5.24E+12,11,67,8,3,OverLimit,Eng.
11231,5.24E+12,42,22,7,5,normal,Unknown
11232,5.25E+12,35,33,9,7,normal,Unknown
11233,5.25E+12,37,17,6,7,underLimit,Eng.
11234,5.25E+12,42,61,5,1,underLimit,Doctor
11235,5.26E+12,9,47,4,1,underLimit,Student
11236,5.26E+12,72,56,2,3,normal,Unknown
11237,5.27E+12,86,52,3,9,normal,Unknown
11238,5.27E+12,90,50,4,6,normal,Unknown
11239,5.27E+12,54,49,6,9,underLimit,Student
11240,5.28E+12,89,31,6,7,OverLimit,Student
11241,5.28E+12,57,14,10,3,normal,Unknown
11242,5.28E+12,56,13,6,5,normal,Unknown
11243,5.29E+12,50,16,1,2,normal,Unknown
11244,5.29E+12,21,77,5,9,OverLimit,Doctor
11245,5.30E+12,52,30,1,9,normal,Unknown
11246,5.30E+12,35,80,10,6,normal,Unknown
11247,5.30E+12,86,5,0,9,normal,Unknown
11248,5.31E+12,79,23,6,2,underLimit,Eng.
11249,5.31E+12,86,32,3,9,underLimit,Eng.
11250,5.32E+12,83,24,5,3,normal,Unknown
11251,5.32E+12,48,24,2,8,normal,Unknown
11252,5.32E+12,41,73,5,2,normal,Unknown
11253,5.33E+12,91,96,10,8,normal,Unknown
11254,5.33E+12,92,94,10,2,OverLimit,Doctor
11255,5.34E+12,25,68,9,5,normal,Unknown
11256,5.34E+12,91,71,1,0,normal,Unknown
11257,5.34E+12,40,24,10,8,OverLimit,Doctor
11258,5.35E+12,92,3,8,6,underLimit,Student
11259,5.35E+12,5,18,8,1,normal,Unknown
11260,5.36E+12,7,80,4,0,normal,Unknown
11261,5.36E+12,88,40,3,7,normal,Unknown
11262,5.36E+12,25,85,10,3,normal,Unknown
11263,5.37E+12,78,93,8,7,OverLimit,Student
11264,5.37E+12,24,38,9,5,underLimit,Doctor
11265,5.38E+12,21,8,0,4,normal,Unknown
11266,5.38E+12,99,78,6,6,OverLimit,Doctor
11267,5.38E+12,58,15,1,8,normal,Unknown
11268,5.39E+12,57,82,8,9,normal,Unknown
11269,5.39E+12,84,77,6,1,normal,Unknown
11270,5.40E+12,97,91,6,4,normal,Unknown
11271,5.40E+12,91,35,7,2,underLimit,Teacher
11272,5.40E+12,79,64,2,2,normal,Unknown
11273,5.41E+12,33,80,2,3,normal,Unknown
11274,5.41E+12,95,41,5,10,normal,Unknown
11275,5.42E+12,2,50,5,4,underLimit,Student
11276,5.42E+12,54,79,0,1,underLimit,Teacher
11277,5.42E+12,60,92,1,7,normal,Unknown
11278,5.43E+12,88,51,0,9,OverLimit,Doctor
11279,5.43E+12,18,46,7,4,normal,Unknown
11280,5.44E+12,62,81,7,2,normal,Unknown
11281,5.44E+12,81,80,8,10,normal,Unknown
11282,5.44E+12,12,82,3,5,underLimit,Student
11283,5.45E+12,99,67,9,3,underLimit,Student
11284,5.45E+12,48,13,8,7,normal,Unknown
11285,5.46E+12,41,68,9,2,normal,Unknown
11286,5.46E+12,81,87,7,6,normal,Unknown
11287,5.46E+12,4,9,6,1,underLimit,Student
11288,5.47E+12,32,86,0,1,normal,Unknown
11289,5.47E+12,88,16,0,6,normal,Unknown
11290,5.48E+12,86,53,8,9,OverLimit,Doctor
11291,5.48E+12,28,72,1,5,OverLimit,Eng.
11292,5.48E+12,26,15,10,10,normal,Unknown
11293,5.49E+12,94,28,6,0,underLimit,Doctor
11294,5.49E+12,79,55,8,3,OverLimit,Teacher
11295,5.50E+12,49,92,2,2,normal,Unknown
11296,5.50E+12,9,88,10,2,normal,Unknown
11297,5.50E+12,78,94,7,1,normal,Unknown
11298,5.51E+12,66,58,2,1,OverLimit,Doctor
11299,5.51E+12,3,94,4,2,normal,Unknown
11300,5.52E+12,69,90,4,9,normal,Unknown
11301,5.52E+12,37,59,5,4,normal,Unknown
11302,5.52E+12,59,34,7,1,normal,Unknown
11303,5.53E+12,37,79,4,0,normal,Unknown
11304,5.53E+12,1,51,3,2,normal,Unknown
11305,5.54E+12,87,5,10,7,normal,Unknown
11306,5.54E+12,21,71,1,9,normal,Unknown
11307,5.54E+12,20,59,8,1,normal,Unknown
11308,5.55E+12,20,47,10,5,normal,Unknown
11309,5.55E+12,2,40,4,0,OverLimit,Doctor
11310,5.56E+12,24,57,0,2,underLimit,Student
11311,5.56E+12,82,46,7,7,underLimit,Eng.
11312,5.56E+12,69,88,1,6,normal,Unknown
11313,5.57E+12,99,30,2,10,OverLimit,Student
11314,5.57E+12,89,10,8,9,OverLimit,Student
11315,5.57E+12,100,94,7,9,underLimit,Eng.
11316,5.58E+12,56,68,6,6,normal,Unknown
11317,5.58E+12,21,36,0,7,underLimit,Eng.
11318,5.59E+12,74,34,7,9,underLimit,Doctor
11319,5.59E+12,55,81,9,2,normal,Unknown
11320,5.59E+12,42,66,7,7,underLimit,Student
11321,5.60E+12,16,1,3,10,normal,Unknown
11322,5.60E+12,62,19,7,7,normal,Unknown
11323,5.61E+12,26,82,1,6,OverLimit,Eng.
11324,5.61E+12,20,12,1,6,normal,Unknown
11325,5.61E+12,78,97,1,5,normal,Unknown
11326,5.62E+12,68,72,9,9,normal,Unknown
11327,5.62E+12,65,97,2,5,OverLimit,Student
11328,5.63E+12,87,9,5,6,normal,Unknown
11329,5.63E+12,99,76,3,10,OverLimit,Eng.
11330,5.63E+12,82,77,3,3,underLimit,Doctor
11331,5.64E+12,93,45,7,0,normal,Unknown
11332,5.64E+12,84,91,1,9,underLimit,Eng.
11333,5.65E+12,93,76,2,5,underLimit,Eng.
11334,5.65E+12,39,99,5,8,normal,Unknown
11335,5.65E+12,34,81,4,2,underLimit,Student
11336,5.66E+12,91,21,5,2,underLimit,Teacher
11337,5.66E+12,67,80,8,10,normal,Unknown
11338,5.67E+12,58,45,2,8,OverLimit,Teacher
11339,5.67E+12,49,16,1,9,normal,Unknown
11340,5.67E+12,3,3,4,3,underLimit,Eng.
11341,5.68E+12,72,100,1,0,underLimit,Student
11342,5.68E+12,0,71,10,10,normal,Unknown
11343,5.69E+12,9,93,6,0,normal,Unknown
11344,5.69E+12,53,37,2,9,normal,Unknown
11345,5.69E+12,13,79,10,10,underLimit,Eng.
11346,5.70E+12,3,35,6,8,normal,Unknown
11347,5.70E+12,99,47,9,8,underLimit,Student
11348,5.71E+12,28,71,1,0,normal,Unknown
11349,5.71E+12,87,22,4,1,normal,Unknown
11350,5.71E+12,58,52,0,4,normal,Unknown
11351,5.72E+12,19,52,8,0,underLimit,Student
11352,5.72E+12,34,75,2,10,normal,Unknown
11353,5.73E+12,27,32,5,0,underLimit,Doctor
11354,5.73E+12,46,8,1,10,underLimit,Eng.
11355,5.73E+12,73,77,5,2,normal,Unknown
11356,5.74E+12,39,80,2,3,normal,Unknown
11357,5.74E+12,86,71,7,2,OverLimit,Teacher
11358,5.75E+12,38,49,8,7,OverLimit,Student
11359,5.75E+12,68,80,1,0,normal,Unknown
11360,5.75E+12,82,89,4,10,normal,Unknown
11361,5.76E+12,81,12,9,1,normal,Unknown
11362,5.76E+12,11,70,8,5,normal,Unknown
11363,5.77E+12,2,82,7,1,normal,Unknown
11364,5.77E+12,64,44,9,1,normal,Unknown
11365,5.77E+12,18,41,6,8,normal,Unknown
11366,5.78E+12,7,39,0,5,normal,Unknown
11367,5.78E+12,44,23,10,2,OverLimit,Doctor
11368,5.79E+12,59,46,9,9,normal,Unknown
11369,5.79E+12,97,62,2,8,underLimit,Student
11370,5.79E+12,70,26,0,0,normal,Unknown
11371,5.80E+12,15,27,2,8,normal,Unknown
11372,5.80E+12,12,13,0,8,OverLimit,Teacher
11373,5.81E+12,50,75,8,2,underLimit,Student
11374,5.81E+12,88,10,10,10,normal,Unknown
11375,5.81E+12,60,46,1,3,OverLimit,Student
11376,5.82E+12,37,15,2,3,normal,Unknown
11377,5.82E+12,14,23,8,3,underLimit,Doctor
11378,5.83E+12,18,70,3,7,normal,Unknown
11379,5.83E+12,10,3,5,4,OverLimit,Eng.
11380,5.83E+12,51,64,6,7,OverLimit,Eng.
11381,5.84E+12,38,61,5,6,underLimit,Eng.
11382,5.84E+12,48,95,7,0,normal,Unknown
11383,5.84E+12,65,21,8,2,normal,Unknown
11384,5.85E+12,2,49,2,5,normal,Unknown
11385,5.85E+12,69,34,3,5,normal,Unknown
11386,5.86E+12,81,89,0,0,normal,Unknown
11387,5.86E+12,14,37,1,6,underLimit,Eng.
11388,5.86E+12,83,53,3,2,normal,Unknown
11389,5.87E+12,27,29,6,7,OverLimit,Eng.
11390,5.87E+12,20,38,8,4,OverLimit,Teacher
11391,5.88E+12,32,6,3,5,normal,Unknown
11392,5.88E+12,92,53,10,8,underLimit,Student
11393,5.88E+12,97,47,9,3,normal,Unknown
11394,5.89E+12,60,82,6,3,OverLimit,Eng.
11395,5.89E+12,70,16,3,3,OverLimit,Teacher
11396,5.90E+12,12,92,8,7,normal,Unknown
11397,5.90E+12,37,90,2,3,normal,Unknown
11398,5.90E+12,87,27,4,1,normal,Unknown
11399,5.91E+12,89,61,2,6,normal,Unknown
11400,5.91E+12,53,14,0,6,OverLimit,Student
11401,5.92E+12,74,86,7,4,normal,Unknown
11402,5.92E+12,46,51,5,10,underLimit,Teacher
11403,5.92E+12,80,19,7,3,underLimit,Student
11404,5.93E+12,91,81,5,3,underLimit,Eng.
11405,5.93E+12,66,17,3,8,normal,Unknown
11406,5.94E+12,66,33,2,5,normal,Unknown
11407,5.94E+12,42,35,10,5,OverLimit,Doctor
11408,5.94E+12,81,95,8,3,normal,Unknown
11409,5.95E+12,65,1,7,8,normal,Unknown
11410,5.95E+12,22,60,4,5,normal,Unknown
11411,5.96E+12,89,70,1,7,normal,Unknown
11412,5.96E+12,-6,82,6,4,underLimit,Teacher
11413,5.96E+12,83,89,8,10,normal,Unknown
11414,5.97E+12,24,2,2,2,underLimit,Doctor
11415,5.97E+12,93,3,7,10,normal,Unknown
11416,5.98E+12,16,3,0,6,OverLimit,Doctor
11417,5.98E+12,13,16,5,8,normal,Unknown
11418,5.98E+12,76,36,4,8,normal,Unknown
11419,5.99E+12,5,19,5,0,underLimit,Doctor
11420,5.99E+12,40,49,7,1,normal,Unknown
11421,6.00E+12,85,78,6,3,normal,Unknown
11422,6.00E+12,39,69,8,2,OverLimit,Eng.
11423,6.00E+12,72,14,4,5,normal,Unknown
11424,6.01E+12,98,15,2,3,OverLimit,Eng.
11425,6.01E+12,71,17,4,2,normal,Unknown
11426,6.02E+12,63,52,1,7,OverLimit,Student
11427,6.02E+12,72,29,6,2,OverLimit,Doctor
11428,6.02E+12,88,10,1,6,OverLimit,Teacher
11429,6.03E+12,48,20,2,10,underLimit,Teacher
11430,6.03E+12,84,70,2,3,underLimit,Teacher
11431,6.04E+12,16,84,3,9,normal,Unknown
11432,6.04E+12,17,49,4,9,OverLimit,Teacher
11433,6.04E+12,81,23,0,4,normal,Unknown
11434,6.05E+12,36,20,0,0,normal,Unknown
11435,6.05E+12,34,72,7,5,normal,Unknown
11436,6.06E+12,68,40,1,9,normal,Unknown
11437,6.06E+12,99,87,0,7,normal,Unknown
11438,6.06E+12,6,76,6,1,normal,Unknown
11439,6.07E+12,30,21,4,10,normal,Unknown
11440,6.07E+12,37,18,2,8,underLimit,Student
11441,6.08E+12,86,96,3,1,underLimit,Teacher
11442,6.08E+12,54,84,0,8,underLimit,Teacher
11443,6.08E+12,22,77,9,9,underLimit,Doctor
11444,6.09E+12,100,89,10,7,normal,Unknown
11445,6.09E+12,13,0,10,6,normal,Unknown
11446,6.10E+12,63,29,4,4,normal,Unknown
11447,6.10E+12,56,2,5,9,underLimit,Doctor
11448,6.10E+12,38,12,7,3,normal,Unknown
11449,6.11E+12,86,98,10,10,normal,Unknown
11450,6.11E+12,31,11,2,10,OverLimit,Student
11451,6.12E+12,92,72,3,1,underLimit,Teacher
11452,6.12E+12,95,20,10,2,normal,Unknown
11453,6.12E+12,85,98,9,2,normal,Unknown
11454,6.13E+12,39,60,6,8,normal,Unknown
11455,6.13E+12,4,97,7,7,OverLimit,Eng.
11456,6.13E+12,85,23,10,5,normal,Unknown
11457,6.14E+12,18,98,7,5,OverLimit,Doctor
11458,6.14E+12,98,12,8,4,normal,Unknown
11459,6.15E+12,29,83,10,7,normal,Unknown
11460,6.15E+12,37,74,1,7,normal,Unknown
11461,6.15E+12,67,13,7,8,underLimit,Doctor
11462,6.16E+12,84,5,0,4,normal,Unknown
11463,6.16E+12,77,32,8,2,normal,Unknown
11464,6.17E+12,56,35,5,8,normal,Unknown
11465,6.17E+12,99,77,7,9,OverLimit,Student
11466,6.17E+12,31,28,6,6,normal,Unknown
11467,6.18E+12,14,94,0,7,normal,Unknown
11468,6.18E+12,79,27,5,0,normal,Unknown
11469,6.19E+12,0,94,7,0,OverLimit,Doctor
11470,6.19E+12,90,88,10,4,normal,Unknown
11471,6.19E+12,68,76,3,3,underLimit,Student
11472,6.20E+12,22,78,9,8,normal,Unknown
11473,6.20E+12,42,99,6,10,normal,Unknown
11474,6.21E+12,85,3,6,0,normal,Unknown
11475,6.21E+12,77,6,5,9,underLimit,Student
